表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,
公開日：,2025年10月31日,,,,,,,,,
,,,,,,,,,,
NA,欠測値,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
調査年,地域,A1101_総人口【人】,A110101_総人口（男）【人】,A110102_総人口（女）【人】,B1103_可住地面積【ｈａ】,B4101_年平均気温【℃】,B4108_日照時間（年間）【時間】,C1101_県内総生産額（平成17年基準）【百万円】,M380100_交際・付き合いの平均時間（15歳以上）（男）【分】,M380200_交際・付き合いの平均時間（15歳以上）（女）【分】
year,pref,pop,male,female,area,temp,sun,gdp,hour_m,hour_f
1981年度,宮城県,2104000 ,1037000 ,1067000 ,302767 ,11 ,2110 ,NA,30 ,28 
1981年度,秋田県,1259000 ,604000 ,655000 ,300611 ,11 ,1752 ,NA,28 ,23 
1981年度,山形県,1255000 ,607000 ,648000 ,284191 ,10 ,1796 ,NA,27 ,26 
1981年度,福島県,2043000 ,995000 ,1049000 ,405144 ,12 ,2040 ,NA,27 ,23 
1981年度,茨城県,2595000 ,1291000 ,1304000 ,376454 ,12 ,2112 ,NA,28 ,19 
1981年度,栃木県,1807000 ,894000 ,913000 ,282666 ,12 ,2041 ,NA,22 ,20 
1981年度,群馬県,1864000 ,917000 ,947000 ,222315 ,13 ,2286 ,NA,22 ,22 
1981年度,埼玉県,5520000 ,2789000 ,2731000 ,251319 ,14 ,2225 ,NA,30 ,23 
1981年度,千葉県,4834000 ,2432000 ,2402000 ,342453 ,14 ,1988 ,NA,25 ,23 
1981年度,東京都,11626000 ,5857000 ,5769000 ,135568 ,15 ,2067 ,NA,31 ,28 
1981年度,神奈川県,7022000 ,3588000 ,3435000 ,145160 ,15 ,2121 ,NA,30 ,23 
1981年度,新潟県,2459000 ,1197000 ,1261000 ,456172 ,13 ,1808 ,NA,26 ,25 
1981年度,富山県,1106000 ,534000 ,572000 ,183831 ,13 ,1745 ,NA,30 ,24 
1981年度,石川県,1127000 ,546000 ,580000 ,136870 ,13 ,1702 ,NA,27 ,19 
1981年度,福井県,798000 ,386000 ,412000 ,106913 ,14 ,1717 ,NA,25 ,13 
1981年度,山梨県,809000 ,394000 ,415000 ,93196 ,13 ,2319 ,NA,24 ,20 
1981年度,長野県,2093000 ,1014000 ,1079000 ,324988 ,11 ,2021 ,NA,24 ,19 
1981年度,岐阜県,1975000 ,961000 ,1014000 ,202303 ,15 ,2229 ,NA,22 ,17 
1981年度,静岡県,3472000 ,1708000 ,1763000 ,268561 ,16 ,2270 ,NA,24 ,21 
1981年度,愛知県,6266000 ,3135000 ,3131000 ,284940 ,14 ,2185 ,NA,26 ,20 
1981年度,三重県,1702000 ,826000 ,877000 ,195303 ,14 ,2236 ,NA,20 ,15 
1981年度,滋賀県,1097000 ,538000 ,559000 ,126684 ,13 ,1983 ,NA,20 ,15 
1981年度,京都府,2539000 ,1244000 ,1295000 ,113839 ,15 ,1808 ,NA,25 ,23 
1981年度,大阪府,8509000 ,4217000 ,4291000 ,128340 ,16 ,2098 ,NA,21 ,19 
1981年度,兵庫県,5171000 ,2523000 ,2648000 ,261308 ,15 ,2139 ,NA,24 ,23 
1981年度,奈良県,1233000 ,598000 ,635000 ,80220 ,14 ,2088 ,NA,22 ,17 
1981年度,和歌山県,1088000 ,524000 ,565000 ,109354 ,16 ,2347 ,NA,17 ,16 
1981年度,鳥取県,607000 ,292000 ,316000 ,88561 ,14 ,1868 ,NA,28 ,19 
1981年度,島根県,787000 ,379000 ,408000 ,131800 ,14 ,1906 ,NA,23 ,19 
1981年度,岡山県,1881000 ,910000 ,971000 ,214383 ,14 ,2156 ,NA,23 ,17 
1981年度,広島県,2761000 ,1348000 ,1413000 ,218802 ,14 ,2179 ,NA,19 ,16 
1981年度,山口県,1592000 ,761000 ,830000 ,172059 ,14 ,2063 ,NA,19 ,18 
1981年度,徳島県,827000 ,397000 ,430000 ,102022 ,15 ,2205 ,NA,24 ,14 
1981年度,香川県,1005000 ,484000 ,521000 ,98252 ,15 ,2294 ,NA,19 ,19 
1981年度,愛媛県,1512000 ,721000 ,791000 ,167090 ,15 ,2086 ,NA,22 ,19 
1981年度,高知県,833000 ,397000 ,436000 ,121526 ,16 ,2259 ,NA,24 ,14 
1981年度,福岡県,4594000 ,2219000 ,2375000 ,272945 ,16 ,1957 ,NA,24 ,21 
1981年度,佐賀県,869000 ,413000 ,457000 ,137868 ,16 ,2091 ,NA,25 ,20 
1981年度,長崎県,1594000 ,760000 ,834000 ,169806 ,16 ,2019 ,NA,25 ,23 
1981年度,熊本県,1802000 ,857000 ,945000 ,276530 ,16 ,2147 ,NA,24 ,20 
1981年度,大分県,1234000 ,586000 ,649000 ,178040 ,15 ,2137 ,NA,21 ,18 
1981年度,宮崎県,1158000 ,553000 ,605000 ,186813 ,17 ,2332 ,NA,26 ,21 
1981年度,鹿児島県,1794000 ,844000 ,950000 ,325236 ,17 ,2122 ,NA,25 ,19 
1981年度,沖縄県,1119000 ,550000 ,569000 ,100504 ,22 ,2241 ,NA,43 ,24 
1980年度,北海道,5575989 ,2737089 ,2838900 ,2117356 ,8 ,1903 ,NA,NA,NA
1980年度,青森県,1523907 ,735444 ,788463 ,291209 ,9 ,1891 ,NA,NA,NA
1980年度,岩手県,1421927 ,688460 ,733467 ,353219 ,9 ,1943 ,NA,NA,NA
1980年度,宮城県,2082320 ,1025903 ,1056417 ,302762 ,11 ,1929 ,NA,NA,NA
1980年度,秋田県,1256745 ,603403 ,653342 ,300607 ,11 ,1855 ,NA,NA,NA
1980年度,山形県,1251917 ,605407 ,646510 ,284191 ,11 ,1779 ,NA,NA,NA
1980年度,福島県,2035272 ,990575 ,1044697 ,405076 ,12 ,1922 ,NA,NA,NA
1980年度,茨城県,2558007 ,1272533 ,1285474 ,376319 ,13 ,1992 ,NA,NA,NA
1980年度,栃木県,1792201 ,885573 ,906628 ,282666 ,13 ,2007 ,NA,NA,NA
1980年度,群馬県,1848562 ,908871 ,939691 ,222315 ,14 ,2121 ,NA,NA,NA
1980年度,埼玉県,5420480 ,2739175 ,2681305 ,251319 ,14 ,2084 ,NA,NA,NA
1980年度,千葉県,4735424 ,2383157 ,2352267 ,342412 ,15 ,1851 ,NA,NA,NA
1980年度,東京都,11618281 ,5856280 ,5762001 ,135661 ,15 ,1901 ,NA,NA,NA
1980年度,神奈川県,6924348 ,3536021 ,3388327 ,144918 ,15 ,1952 ,NA,NA,NA
1980年度,新潟県,2451357 ,1193653 ,1257704 ,456172 ,13 ,1697 ,NA,NA,NA
1980年度,富山県,1103459 ,532686 ,570773 ,183831 ,13 ,1536 ,NA,NA,NA
1980年度,石川県,1119304 ,542782 ,576522 ,135246 ,14 ,1503 ,NA,NA,NA
1980年度,福井県,794354 ,384269 ,410085 ,106913 ,14 ,1528 ,NA,NA,NA
1980年度,山梨県,804256 ,391649 ,412607 ,93196 ,14 ,2214 ,NA,NA,NA
1980年度,長野県,2083934 ,1008885 ,1075049 ,324988 ,11 ,1910 ,NA,NA,NA
1980年度,岐阜県,1960107 ,954018 ,1006089 ,202303 ,15 ,2171 ,NA,NA,NA
1980年度,静岡県,3446804 ,1695778 ,1751026 ,268530 ,16 ,2084 ,NA,NA,NA
1980年度,愛知県,6221638 ,3112306 ,3109332 ,284736 ,15 ,2017 ,NA,NA,NA
1980年度,三重県,1686936 ,817578 ,869358 ,195251 ,15 ,2030 ,NA,NA,NA
1980年度,滋賀県,1079898 ,529208 ,550690 ,126586 ,14 ,1922 ,NA,NA,NA
1980年度,京都府,2527330 ,1238365 ,1288965 ,113839 ,15 ,1747 ,NA,NA,NA
1980年度,大阪府,8473446 ,4203838 ,4269608 ,128214 ,16 ,2000 ,NA,NA,NA
1980年度,兵庫県,5144892 ,2512358 ,2632534 ,261181 ,15 ,2035 ,NA,NA,NA
1980年度,奈良県,1209365 ,587067 ,622298 ,80220 ,14 ,1901 ,NA,NA,NA
1980年度,和歌山県,1087012 ,523467 ,563545 ,109350 ,16 ,2120 ,NA,NA,NA
1980年度,鳥取県,604221 ,289946 ,314275 ,88560 ,14 ,1694 ,NA,NA,NA
1980年度,島根県,784795 ,377499 ,407296 ,131781 ,14 ,1603 ,NA,NA,NA
1980年度,岡山県,1871023 ,905477 ,965546 ,214335 ,14 ,2018 ,NA,NA,NA
1980年度,広島県,2739161 ,1336806 ,1402355 ,218768 ,14 ,1944 ,NA,NA,NA
1980年度,山口県,1587079 ,759255 ,827824 ,171973 ,14 ,1777 ,NA,NA,NA
1980年度,徳島県,825261 ,395994 ,429267 ,102020 ,15 ,1997 ,NA,NA,NA
1980年度,香川県,999864 ,481104 ,518760 ,98206 ,15 ,2058 ,NA,NA,NA
1980年度,愛媛県,1506637 ,718517 ,788120 ,166886 ,15 ,1829 ,NA,NA,NA
1980年度,高知県,831275 ,396418 ,434857 ,121526 ,16 ,2039 ,NA,NA,NA
1980年度,福岡県,4553461 ,2200450 ,2353011 ,272933 ,16 ,1703 ,NA,NA,NA
1980年度,佐賀県,865574 ,410912 ,454662 ,137853 ,16 ,1797 ,NA,NA,NA
1980年度,長崎県,1590564 ,758374 ,832190 ,169701 ,16 ,1746 ,NA,NA,NA
1980年度,熊本県,1790327 ,850831 ,939496 ,276498 ,16 ,1912 ,NA,NA,NA
1980年度,大分県,1228913 ,583097 ,645816 ,177828 ,15 ,1922 ,NA,NA,NA
1980年度,宮崎県,1151587 ,550207 ,601380 ,186802 ,17 ,2182 ,NA,NA,NA
1980年度,鹿児島県,1784623 ,839392 ,945231 ,325209 ,17 ,2001 ,NA,NA,NA
1980年度,沖縄県,1106559 ,543692 ,562867 ,100497 ,23 ,2119 ,NA,NA,NA
1979年度,北海道,5535000 ,2717000 ,2818000 ,2125244 ,8 ,1953 ,NA,NA,NA
1979年度,青森県,1516000 ,732000 ,784000 ,292879 ,10 ,1927 ,NA,NA,NA
1979年度,岩手県,1416000 ,685000 ,730000 ,350551 ,11 ,1918 ,NA,NA,NA
1979年度,宮城県,2059000 ,1013000 ,1045000 ,304674 ,13 ,2129 ,NA,NA,NA
1979年度,秋田県,1254000 ,602000 ,652000 ,311402 ,12 ,1819 ,NA,NA,NA
1979年度,山形県,1247000 ,603000 ,644000 ,284030 ,12 ,1799 ,NA,NA,NA
1979年度,福島県,2023000 ,984000 ,1039000 ,410470 ,14 ,2053 ,NA,NA,NA
1979年度,茨城県,2510000 ,1248000 ,1262000 ,371428 ,15 ,2003 ,NA,NA,NA
1979年度,栃木県,1775000 ,877000 ,899000 ,279490 ,14 ,2102 ,NA,NA,NA
1979年度,群馬県,1833000 ,900000 ,933000 ,224853 ,15 ,2199 ,NA,NA,NA
1979年度,埼玉県,5318000 ,2687000 ,2631000 ,249710 ,15 ,2222 ,NA,NA,NA
1979年度,千葉県,4626000 ,2329000 ,2297000 ,341203 ,16 ,1983 ,NA,NA,NA
1979年度,東京都,11637000 ,5867000 ,5769000 ,136143 ,17 ,2001 ,NA,NA,NA
1979年度,神奈川県,6832000 ,3490000 ,3342000 ,146622 ,16 ,2170 ,NA,NA,NA
1979年度,新潟県,2439000 ,1187000 ,1252000 ,478206 ,14 ,1754 ,NA,NA,NA
1979年度,富山県,1098000 ,530000 ,568000 ,188415 ,14 ,1816 ,NA,NA,NA
1979年度,石川県,1110000 ,539000 ,572000 ,132422 ,15 ,1801 ,NA,NA,NA
1979年度,福井県,791000 ,383000 ,408000 ,108003 ,15 ,1795 ,NA,NA,NA
1979年度,山梨県,800000 ,389000 ,411000 ,113273 ,15 ,2289 ,NA,NA,NA
1979年度,長野県,2074000 ,1004000 ,1070000 ,344492 ,12 ,2107 ,NA,NA,NA
1979年度,岐阜県,1943000 ,946000 ,997000 ,205714 ,16 ,2254 ,NA,NA,NA
1979年度,静岡県,3423000 ,1684000 ,1739000 ,281949 ,17 ,2122 ,NA,NA,NA
1979年度,愛知県,6171000 ,3087000 ,3084000 ,284952 ,16 ,2122 ,NA,NA,NA
1979年度,三重県,1672000 ,810000 ,862000 ,197590 ,16 ,1992 ,NA,NA,NA
1979年度,滋賀県,1061000 ,520000 ,542000 ,127780 ,15 ,2114 ,NA,NA,NA
1979年度,京都府,2512000 ,1232000 ,1280000 ,114367 ,16 ,1836 ,NA,NA,NA
1979年度,大阪府,8445000 ,4193000 ,4253000 ,127685 ,17 ,2177 ,NA,NA,NA
1979年度,兵庫県,5119000 ,2502000 ,2616000 ,264672 ,16 ,2076 ,NA,NA,NA
1979年度,奈良県,1181000 ,574000 ,607000 ,81550 ,15 ,2104 ,NA,NA,NA
1979年度,和歌山県,1086000 ,524000 ,562000 ,110521 ,17 ,2351 ,NA,NA,NA
1979年度,鳥取県,600000 ,288000 ,312000 ,90981 ,15 ,1897 ,NA,NA,NA
1979年度,島根県,782000 ,376000 ,406000 ,132924 ,15 ,1925 ,NA,NA,NA
1979年度,岡山県,1861000 ,901000 ,960000 ,218924 ,15 ,2032 ,NA,NA,NA
1979年度,広島県,2717000 ,1325000 ,1391000 ,220534 ,16 ,2219 ,NA,NA,NA
1979年度,山口県,1583000 ,758000 ,825000 ,173273 ,15 ,2056 ,NA,NA,NA
1979年度,徳島県,822000 ,395000 ,427000 ,102093 ,17 ,2235 ,NA,NA,NA
1979年度,香川県,993000 ,478000 ,516000 ,97662 ,16 ,2324 ,NA,NA,NA
1979年度,愛媛県,1500000 ,716000 ,785000 ,170831 ,16 ,2166 ,NA,NA,NA
1979年度,高知県,829000 ,395000 ,434000 ,128273 ,17 ,2206 ,NA,NA,NA
1979年度,福岡県,4506000 ,2177000 ,2328000 ,276716 ,17 ,1984 ,NA,NA,NA
1979年度,佐賀県,860000 ,408000 ,452000 ,137705 ,17 ,2013 ,NA,NA,NA
1979年度,長崎県,1588000 ,758000 ,830000 ,172685 ,17 ,2139 ,NA,NA,NA
1979年度,熊本県,1777000 ,844000 ,933000 ,283816 ,17 ,2103 ,NA,NA,NA
1979年度,大分県,1223000 ,580000 ,643000 ,181496 ,16 ,2096 ,NA,NA,NA
1979年度,宮崎県,1141000 ,545000 ,596000 ,184694 ,17 ,2293 ,NA,NA,NA
1979年度,鹿児島県,1773000 ,834000 ,939000 ,331055 ,18 ,2135 ,NA,NA,NA
1979年度,沖縄県,1094000 ,537000 ,556000 ,131983 ,22 ,1993 ,NA,NA,NA
1978年度,北海道,5490000 ,2695000 ,2795000 ,2125212 ,8 ,2021 ,NA,NA,NA
1978年度,青森県,1507000 ,728000 ,779000 ,292867 ,10 ,2001 ,NA,NA,NA
1978年度,岩手県,1409000 ,682000 ,727000 ,350547 ,10 ,2100 ,NA,NA,NA
1978年度,宮城県,2032000 ,1000000 ,1032000 ,304668 ,12 ,2270 ,NA,NA,NA
1978年度,秋田県,1250000 ,600000 ,650000 ,311355 ,11 ,1931 ,NA,NA,NA
1978年度,山形県,1241000 ,599000 ,641000 ,284029 ,12 ,2060 ,NA,NA,NA
1978年度,福島県,2012000 ,977000 ,1034000 ,410469 ,13 ,2161 ,NA,NA,NA
1978年度,茨城県,2463000 ,1223000 ,1240000 ,371411 ,14 ,2200 ,NA,NA,NA
1978年度,栃木県,1753000 ,865000 ,888000 ,279490 ,13 ,2351 ,NA,NA,NA
1978年度,群馬県,1817000 ,892000 ,925000 ,224853 ,14 ,2260 ,NA,NA,NA
1978年度,埼玉県,5208000 ,2631000 ,2577000 ,249710 ,15 ,2380 ,NA,NA,NA
1978年度,千葉県,4508000 ,2271000 ,2237000 ,340838 ,15 ,2150 ,NA,NA,NA
1978年度,東京都,11659000 ,5883000 ,5776000 ,135261 ,16 ,2050 ,NA,NA,NA
1978年度,神奈川県,6728000 ,3439000 ,3289000 ,146506 ,16 ,2301 ,NA,NA,NA
1978年度,新潟県,2428000 ,1181000 ,1247000 ,478195 ,14 ,1881 ,NA,NA,NA
1978年度,富山県,1092000 ,527000 ,565000 ,188415 ,14 ,1970 ,NA,NA,NA
1978年度,石川県,1100000 ,534000 ,566000 ,132417 ,14 ,1860 ,NA,NA,NA
1978年度,福井県,787000 ,381000 ,406000 ,107994 ,15 ,1980 ,NA,NA,NA
1978年度,山梨県,796000 ,387000 ,409000 ,113273 ,14 ,2431 ,NA,NA,NA
1978年度,長野県,2062000 ,997000 ,1064000 ,344492 ,12 ,2170 ,NA,NA,NA
1978年度,岐阜県,1927000 ,938000 ,989000 ,205714 ,16 ,2441 ,NA,NA,NA
1978年度,静岡県,3396000 ,1670000 ,1726000 ,281945 ,17 ,2191 ,NA,NA,NA
1978年度,愛知県,6115000 ,3059000 ,3056000 ,284729 ,15 ,2220 ,NA,NA,NA
1978年度,三重県,1661000 ,805000 ,856000 ,197495 ,15 ,2331 ,NA,NA,NA
1978年度,滋賀県,1043000 ,511000 ,532000 ,127777 ,15 ,2270 ,NA,NA,NA
1978年度,京都府,2494000 ,1224000 ,1271000 ,114367 ,16 ,1950 ,NA,NA,NA
1978年度,大阪府,8412000 ,4180000 ,4232000 ,127611 ,17 ,2321 ,NA,NA,NA
1978年度,兵庫県,5093000 ,2493000 ,2600000 ,264552 ,16 ,2300 ,NA,NA,NA
1978年度,奈良県,1152000 ,560000 ,592000 ,81550 ,15 ,2300 ,NA,NA,NA
1978年度,和歌山県,1084000 ,523000 ,561000 ,110481 ,16 ,2470 ,NA,NA,NA
1978年度,鳥取県,595000 ,285000 ,310000 ,90981 ,15 ,2140 ,NA,NA,NA
1978年度,島根県,779000 ,374000 ,405000 ,132917 ,15 ,2120 ,NA,NA,NA
1978年度,岡山県,1850000 ,896000 ,954000 ,218897 ,15 ,2310 ,NA,NA,NA
1978年度,広島県,2703000 ,1320000 ,1383000 ,220480 ,15 ,2470 ,NA,NA,NA
1978年度,山口県,1579000 ,756000 ,823000 ,173222 ,15 ,2341 ,NA,NA,NA
1978年度,徳島県,818000 ,392000 ,425000 ,102088 ,16 ,2381 ,NA,NA,NA
1978年度,香川県,986000 ,474000 ,512000 ,97658 ,16 ,2500 ,NA,NA,NA
1978年度,愛媛県,1493000 ,712000 ,781000 ,170763 ,16 ,2390 ,NA,NA,NA
1978年度,高知県,824000 ,392000 ,431000 ,128271 ,17 ,2401 ,NA,NA,NA
1978年度,福岡県,4460000 ,2155000 ,2305000 ,276620 ,17 ,2311 ,NA,NA,NA
1978年度,佐賀県,854000 ,404000 ,449000 ,137703 ,17 ,2171 ,NA,NA,NA
1978年度,長崎県,1587000 ,758000 ,829000 ,172605 ,17 ,2320 ,NA,NA,NA
1978年度,熊本県,1763000 ,837000 ,926000 ,282738 ,17 ,2341 ,NA,NA,NA
1978年度,大分県,1215000 ,575000 ,639000 ,181481 ,16 ,2311 ,NA,NA,NA
1978年度,宮崎県,1127000 ,538000 ,589000 ,184694 ,17 ,2451 ,NA,NA,NA
1978年度,鹿児島県,1760000 ,826000 ,933000 ,330723 ,18 ,2240 ,NA,NA,NA
1978年度,沖縄県,1081000 ,530000 ,551000 ,131981 ,22 ,1881 ,NA,NA,NA
1977年度,北海道,5443000 ,2673000 ,2770000 ,2125164 ,8 ,2031 ,NA,NA,NA
1977年度,青森県,1496000 ,722000 ,774000 ,292865 ,9 ,1960 ,NA,NA,NA
1977年度,岩手県,1401000 ,677000 ,724000 ,350507 ,10 ,2030 ,NA,NA,NA
1977年度,宮城県,2008000 ,988000 ,1020000 ,304661 ,12 ,2080 ,NA,NA,NA
1977年度,秋田県,1245000 ,597000 ,647000 ,311299 ,11 ,1911 ,NA,NA,NA
1977年度,山形県,1234000 ,596000 ,639000 ,283987 ,11 ,1920 ,NA,NA,NA
1977年度,福島県,1998000 ,970000 ,1029000 ,410466 ,13 ,2000 ,NA,NA,NA
1977年度,茨城県,2417000 ,1200000 ,1218000 ,371392 ,13 ,2001 ,NA,NA,NA
1977年度,栃木県,1736000 ,856000 ,880000 ,279490 ,13 ,2191 ,NA,NA,NA
1977年度,群馬県,1799000 ,882000 ,917000 ,224853 ,14 ,2061 ,NA,NA,NA
1977年度,埼玉県,5091000 ,2573000 ,2518000 ,249710 ,14 ,2100 ,NA,NA,NA
1977年度,千葉県,4382000 ,2209000 ,2173000 ,340065 ,15 ,1941 ,NA,NA,NA
1977年度,東京都,11669000 ,5894000 ,5775000 ,135259 ,16 ,1921 ,NA,NA,NA
1977年度,神奈川県,6616000 ,3385000 ,3230000 ,146487 ,15 ,2050 ,NA,NA,NA
1977年度,新潟県,2417000 ,1175000 ,1242000 ,478186 ,13 ,1821 ,NA,NA,NA
1977年度,富山県,1085000 ,523000 ,562000 ,188415 ,13 ,1691 ,NA,NA,NA
1977年度,石川県,1091000 ,529000 ,562000 ,132413 ,14 ,1790 ,NA,NA,NA
1977年度,福井県,783000 ,379000 ,405000 ,107986 ,14 ,1821 ,NA,NA,NA
1977年度,山梨県,792000 ,385000 ,407000 ,113273 ,14 ,2231 ,NA,NA,NA
1977年度,長野県,2048000 ,990000 ,1058000 ,344492 ,12 ,2100 ,NA,NA,NA
1977年度,岐阜県,1909000 ,929000 ,980000 ,205714 ,15 ,2301 ,NA,NA,NA
1977年度,静岡県,3368000 ,1657000 ,1712000 ,281942 ,17 ,2070 ,NA,NA,NA
1977年度,愛知県,6052000 ,3028000 ,3024000 ,284463 ,15 ,2200 ,NA,NA,NA
1977年度,三重県,1649000 ,799000 ,850000 ,197390 ,15 ,2140 ,NA,NA,NA
1977年度,滋賀県,1026000 ,503000 ,523000 ,127777 ,14 ,2150 ,NA,NA,NA
1977年度,京都府,2474000 ,1214000 ,1260000 ,114367 ,16 ,1841 ,NA,NA,NA
1977年度,大阪府,8373000 ,4167000 ,4207000 ,127525 ,17 ,2150 ,NA,NA,NA
1977年度,兵庫県,5063000 ,2481000 ,2582000 ,264477 ,16 ,2150 ,NA,NA,NA
1977年度,奈良県,1124000 ,546000 ,578000 ,81550 ,15 ,2150 ,NA,NA,NA
1977年度,和歌山県,1080000 ,522000 ,558000 ,110463 ,16 ,2300 ,NA,NA,NA
1977年度,鳥取県,591000 ,282000 ,308000 ,90980 ,14 ,1851 ,NA,NA,NA
1977年度,島根県,775000 ,372000 ,404000 ,132880 ,14 ,1821 ,NA,NA,NA
1977年度,岡山県,1840000 ,891000 ,949000 ,218779 ,15 ,2091 ,NA,NA,NA
1977年度,広島県,2689000 ,1315000 ,1374000 ,220447 ,15 ,2251 ,NA,NA,NA
1977年度,山口県,1573000 ,753000 ,820000 ,173111 ,15 ,2141 ,NA,NA,NA
1977年度,徳島県,813000 ,390000 ,423000 ,102088 ,16 ,2140 ,NA,NA,NA
1977年度,香川県,979000 ,471000 ,508000 ,97640 ,15 ,2331 ,NA,NA,NA
1977年度,愛媛県,1486000 ,709000 ,778000 ,170715 ,16 ,2181 ,NA,NA,NA
1977年度,高知県,819000 ,390000 ,429000 ,128267 ,17 ,2310 ,NA,NA,NA
1977年度,福岡県,4411000 ,2131000 ,2280000 ,276503 ,16 ,2010 ,NA,NA,NA
1977年度,佐賀県,848000 ,401000 ,447000 ,137694 ,16 ,1980 ,NA,NA,NA
1977年度,長崎県,1582000 ,756000 ,826000 ,172493 ,17 ,2101 ,NA,NA,NA
1977年度,熊本県,1747000 ,828000 ,919000 ,282721 ,16 ,2020 ,NA,NA,NA
1977年度,大分県,1207000 ,572000 ,635000 ,181471 ,16 ,2091 ,NA,NA,NA
1977年度,宮崎県,1114000 ,531000 ,583000 ,184694 ,17 ,2291 ,NA,NA,NA
1977年度,鹿児島県,1747000 ,819000 ,928000 ,330512 ,18 ,2080 ,NA,NA,NA
1977年度,沖縄県,1071000 ,526000 ,545000 ,131935 ,23 ,2121 ,NA,NA,NA
1976年度,北海道,5395000 ,2650000 ,2745000 ,2125150 ,8 ,2010 ,NA,NA,NA
1976年度,青森県,1484000 ,715000 ,768000 ,292796 ,9 ,1940 ,NA,NA,NA
1976年度,岩手県,1395000 ,674000 ,721000 ,350502 ,9 ,1840 ,NA,NA,NA
1976年度,宮城県,1984000 ,975000 ,1008000 ,304661 ,11 ,2041 ,NA,NA,NA
1976年度,秋田県,1239000 ,595000 ,645000 ,311240 ,10 ,1831 ,NA,NA,NA
1976年度,山形県,1227000 ,591000 ,636000 ,283987 ,11 ,1840 ,NA,NA,NA
1976年度,福島県,1984000 ,962000 ,1022000 ,410461 ,12 ,1970 ,NA,NA,NA
1976年度,茨城県,2380000 ,1179000 ,1200000 ,371388 ,13 ,1881 ,NA,NA,NA
1976年度,栃木県,1717000 ,846000 ,872000 ,279490 ,12 ,2111 ,NA,NA,NA
1976年度,群馬県,1778000 ,871000 ,907000 ,224853 ,13 ,2000 ,NA,NA,NA
1976年度,埼玉県,4964000 ,2509000 ,2455000 ,249710 ,14 ,2010 ,NA,NA,NA
1976年度,千葉県,4267000 ,2153000 ,2114000 ,339889 ,15 ,1820 ,NA,NA,NA
1976年度,東京都,11674000 ,5904000 ,5770000 ,135259 ,15 ,1800 ,NA,NA,NA
1976年度,神奈川県,6510000 ,3337000 ,3173000 ,146050 ,15 ,1901 ,NA,NA,NA
1976年度,新潟県,2406000 ,1169000 ,1237000 ,478121 ,12 ,1760 ,NA,NA,NA
1976年度,富山県,1079000 ,519000 ,559000 ,188415 ,13 ,1651 ,NA,NA,NA
1976年度,石川県,1082000 ,525000 ,557000 ,132401 ,14 ,1670 ,NA,NA,NA
1976年度,福井県,779000 ,377000 ,403000 ,107959 ,14 ,1710 ,NA,NA,NA
1976年度,山梨県,787000 ,382000 ,405000 ,113273 ,14 ,2060 ,NA,NA,NA
1976年度,長野県,2033000 ,981000 ,1052000 ,344492 ,11 ,1860 ,NA,NA,NA
1976年度,岐阜県,1889000 ,918000 ,970000 ,205714 ,15 ,2030 ,NA,NA,NA
1976年度,静岡県,3341000 ,1643000 ,1698000 ,281847 ,16 ,1950 ,NA,NA,NA
1976年度,愛知県,5988000 ,2997000 ,2992000 ,284116 ,14 ,2021 ,NA,NA,NA
1976年度,三重県,1638000 ,793000 ,845000 ,197367 ,15 ,2041 ,NA,NA,NA
1976年度,滋賀県,1006000 ,492000 ,513000 ,127777 ,14 ,1960 ,NA,NA,NA
1976年度,京都府,2452000 ,1203000 ,1249000 ,114366 ,15 ,1671 ,NA,NA,NA
1976年度,大阪府,8330000 ,4151000 ,4179000 ,127383 ,16 ,2061 ,NA,NA,NA
1976年度,兵庫県,5029000 ,2468000 ,2561000 ,264353 ,15 ,2021 ,NA,NA,NA
1976年度,奈良県,1098000 ,534000 ,565000 ,81550 ,14 ,2070 ,NA,NA,NA
1976年度,和歌山県,1077000 ,520000 ,557000 ,110461 ,16 ,2171 ,NA,NA,NA
1976年度,鳥取県,586000 ,280000 ,306000 ,90939 ,14 ,1920 ,NA,NA,NA
1976年度,島根県,771000 ,369000 ,402000 ,132880 ,14 ,1960 ,NA,NA,NA
1976年度,岡山県,1829000 ,886000 ,943000 ,218648 ,14 ,2031 ,NA,NA,NA
1976年度,広島県,2670000 ,1307000 ,1363000 ,220155 ,14 ,2070 ,NA,NA,NA
1976年度,山口県,1564000 ,749000 ,816000 ,173092 ,14 ,2021 ,NA,NA,NA
1976年度,徳島県,809000 ,388000 ,422000 ,102076 ,15 ,2081 ,NA,NA,NA
1976年度,香川県,970000 ,466000 ,504000 ,97612 ,15 ,2270 ,NA,NA,NA
1976年度,愛媛県,1476000 ,704000 ,772000 ,170624 ,15 ,2090 ,NA,NA,NA
1976年度,高知県,814000 ,387000 ,427000 ,128258 ,16 ,2161 ,NA,NA,NA
1976年度,福岡県,4353000 ,2101000 ,2252000 ,276325 ,16 ,1951 ,NA,NA,NA
1976年度,佐賀県,842000 ,398000 ,445000 ,136452 ,15 ,1760 ,NA,NA,NA
1976年度,長崎県,1576000 ,753000 ,823000 ,172428 ,16 ,1990 ,NA,NA,NA
1976年度,熊本県,1731000 ,819000 ,912000 ,282759 ,16 ,1961 ,NA,NA,NA
